event_id,oni_season,oni_anomaly,enso_phase
1258935,MAM,0.02,Neutral
1258936,MAM,0.02,Neutral
1258941,MAM,0.02,Neutral
1258942,MAM,0.02,Neutral
1258943,MAM,0.02,Neutral
1258937,MAM,0.02,Neutral
1258939,MAM,0.02,Neutral
1258940,MAM,0.02,Neutral
1258944,MAM,0.02,Neutral
1258945,MAM,0.02,Neutral
1258946,MAM,0.02,Neutral
1258947,MAM,0.02,Neutral
1258948,MAM,0.02,Neutral
1258949,MAM,0.02,Neutral
1258950,MAM,0.02,Neutral
1258952,MAM,0.02,Neutral
1258951,MAM,0.02,Neutral
1274745,MAM,0.02,Neutral
1258953,MAM,0.02,Neutral
1274875,MAM,0.02,Neutral
1274773,MAM,0.02,Neutral
1274750,MAM,0.02,Neutral
1258954,MAM,0.02,Neutral
1259199,MAM,0.02,Neutral
1274748,MAM,0.02,Neutral
1274877,MAM,0.02,Neutral
1258955,MAM,0.02,Neutral
1242852,MAM,0.02,Neutral
1242853,MAM,0.02,Neutral
1242854,MAM,0.02,Neutral
1245435,MAM,0.02,Neutral
1274881,MAM,0.02,Neutral
1242878,MAM,0.02,Neutral
1242881,MAM,0.02,Neutral
1242880,MAM,0.02,Neutral
1258958,MAM,0.02,Neutral
1258959,MAM,0.02,Neutral
1258960,MAM,0.02,Neutral
1258961,MAM,0.02,Neutral
1277540,MAM,0.02,Neutral
1258969,MAM,0.02,Neutral
1258962,MAM,0.02,Neutral
1258966,MAM,0.02,Neutral
1258963,MAM,0.02,Neutral
1258964,MAM,0.02,Neutral
1277349,MAM,0.02,Neutral
1258967,MAM,0.02,Neutral
1258968,MAM,0.02,Neutral
1258973,MAM,0.02,Neutral
1258975,MAM,0.02,Neutral
1258976,MAM,0.02,Neutral
1258974,MAM,0.02,Neutral
1258970,MAM,0.02,Neutral
1258971,MAM,0.02,Neutral
1258972,MAM,0.02,Neutral
1246691,MAM,0.02,Neutral
1246709,MAM,0.02,Neutral
1251092,AMJ,-0.02,Neutral
1292952,AMJ,-0.02,Neutral
1292951,AMJ,-0.02,Neutral
1292873,AMJ,-0.02,Neutral
1291959,AMJ,-0.02,Neutral
1292711,AMJ,-0.02,Neutral
1272575,AMJ,-0.02,Neutral
1267538,AMJ,-0.02,Neutral
1252143,AMJ,-0.02,Neutral
1252146,AMJ,-0.02,Neutral
1262678,MJJ,-0.04,Neutral
1262681,MJJ,-0.04,Neutral
1271649,MJJ,-0.04,Neutral
1271652,MJJ,-0.04,Neutral
1271654,MJJ,-0.04,Neutral
1271656,MJJ,-0.04,Neutral
1292625,MJJ,-0.04,Neutral
1271660,MJJ,-0.04,Neutral
1271662,MJJ,-0.04,Neutral
1271665,MJJ,-0.04,Neutral
1271669,MJJ,-0.04,Neutral
1271670,MJJ,-0.04,Neutral
1266994,MJJ,-0.04,Neutral
1270911,MJJ,-0.04,Neutral
1270959,MJJ,-0.04,Neutral
1270962,MJJ,-0.04,Neutral
1270965,MJJ,-0.04,Neutral
1270967,MJJ,-0.04,Neutral
1270968,MJJ,-0.04,Neutral
1266031,JJA,-0.14,Neutral
1266037,JJA,-0.14,Neutral
1266050,JJA,-0.14,Neutral
1266052,JJA,-0.14,Neutral
1266053,JJA,-0.14,Neutral
1266054,JJA,-0.14,Neutral
1290068,JJA,-0.14,Neutral
1294806,JJA,-0.14,Neutral
1268507,JJA,-0.14,Neutral
1275331,JJA,-0.14,Neutral
1275292,JJA,-0.14,Neutral
1275293,JJA,-0.14,Neutral
1304116,JJA,-0.14,Neutral
1275294,JJA,-0.14,Neutral
1275295,JJA,-0.14,Neutral
1273610,JJA,-0.14,Neutral
1273616,JJA,-0.14,Neutral
1268508,JJA,-0.14,Neutral
1289969,JAS,-0.28,Neutral
1293706,ASO,-0.4,Neutral
1287795,ASO,-0.4,Neutral
1287796,ASO,-0.4,Neutral
1295856,SON,-0.51,La Nina
1295857,SON,-0.51,La Nina
1297630,SON,-0.51,La Nina
1297631,SON,-0.51,La Nina
1297632,SON,-0.51,La Nina
1297629,SON,-0.51,La Nina
1295858,SON,-0.51,La Nina
1295859,SON,-0.51,La Nina
1295860,SON,-0.51,La Nina
